f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,target
15,2,13,82,84,150,157,7,7,0,1
29,14,20,70,74,166,203,8,8,0,0
0,4,27,61,70,47,57,7,7,0,1
0,14,19,50,40,112,114,4,4,0,0
0,14,5,80,51,153,149,4,4,0,0
0,18,34,17,39,41,31,0,7,0,1
5,14,11,73,58,127,108,8,7,0,1
0,1,11,67,56,26,31,8,6,0,0
43,29,17,44,44,14,11,1,3,0,0
0,23,8,48,10,174,169,2,1,0,0
0,22,25,42,39,51,46,5,2,0,0
3,14,16,57,35,112,114,6,8,0,1
0,15,16,61,56,125,115,0,1,0,0
0,30,14,43,20,93,75,0,1,0,0
0,14,22,57,51,70,60,4,4,0,0
0,6,13,59,61,154,176,8,8,0,1
0,31,24,14,8,35,31,1,0,0,0
0,21,11,53,43,161,164,2,5,0,0
0,14,3,88,60,203,202,4,7,0,0
0,26,14,51,52,70,80,5,6,0,0
21,14,9,83,89,168,181,4,4,0,1
0,14,7,67,30,113,113,6,0,0,0
0,4,22,21,37,41,53,6,8,0,1
1,14,13,75,82,128,71,4,4,0,1
0,26,7,4,9,146,133,5,2,0,0
0,14,24,30,14,110,117,4,4,0,0
20,14,8,88,79,81,98,4,4,0,1
6,0,8,74,76,52,28,8,7,0,1
0,14,17,48,28,112,114,4,4,0,0
0,33,14,48,30,141,140,2,0,0,0
0,15,9,47,28,117,88,2,5,0,0
20,8,14,81,54,140,111,7,7,0,1
0,24,22,46,49,147,135,2,0,0,0
0,14,23,47,56,16,20,8,3,0,1
0,34,25,58,49,60,60,0,0,0,0
1,14,4,57,49,154,153,4,7,0,0
0,22,20,55,35,88,86,0,1,0,0
3,14,7,86,82,222,227,8,4,0,0
0,18,24,40,29,162,171,0,5,0,0
0,14,34,64,34,71,48,4,1,0,0
0,14,17,62,44,38,68,0,4,0,0
0,23,12,48,26,57,54,2,4,0,0
48,14,14,75,66,156,186,4,4,0,0
0,14,26,59,10,112,114,4,4,0,0
0,13,22,21,18,33,37,6,6,0,0
6,14,23,66,48,5,10,4,4,0,0
0,14,11,57,19,162,132,4,4,0,0
0,4,28,62,75,62,57,3,4,0,1
0,21,15,55,46,111,111,1,1,0,0
0,25,17,45,28,226,226,1,1,0,0
0,14,11,62,65,171,174,8,4,0,0
0,20,17,43,52,135,169,4,4,0,0
0,14,19,41,27,164,159,4,4,0,0
0,3,5,85,75,78,82,6,7,0,0
0,17,18,80,39,224,229,0,2,0,0
8,14,32,56,93,112,114,4,4,0,1
0,14,13,12,7,124,95,4,4,0,0
0,24,7,30,17,134,117,1,1,0,0
0,14,19,17,21,14,34,8,8,0,0
0,14,17,69,76,152,150,4,4,0,0
0,14,10,61,30,131,135,4,4,0,0
0,14,14,70,56,32,44,3,7,0,0
0,14,3,76,32,138,147,4,0,0,0
1,16,23,47,43,162,151,6,0,0,0
0,14,19,71,26,53,49,4,0,0,0
0,29,19,26,6,119,94,0,0,0,0
0,14,13,36,20,166,141,4,0,0,0
0,14,12,49,55,112,114,4,4,0,1
0,25,10,65,55,68,58,1,3,0,0
19,15,24,62,63,7,5,6,6,0,0
0,22,23,47,39,147,147,0,0,0,0
0,26,8,37,42,168,178,4,4,0,0
20,14,14,60,59,217,222,4,4,0,1
0,14,25,75,66,181,168,8,2,0,0
0,31,39,3,38,15,83,4,4,0,0
0,23,19,27,16,111,102,0,1,0,0
0,14,11,55,35,112,114,4,4,0,0
0,14,26,36,30,5,11,4,4,0,0
0,14,43,19,20,20,7,0,6,0,1
0,25,11,5,0,148,134,0,0,0,0
35,14,12,77,87,35,37,8,8,0,1
0,14,22,40,27,60,89,7,1,0,0
0,26,14,37,36,162,162,0,0,0,0
0,25,12,66,27,157,162,7,2,0,0
0,32,15,25,27,156,155,0,7,0,0
0,14,20,55,67,130,112,0,4,0,0
0,34,10,42,12,178,171,0,6,0,0
1,2,25,48,61,146,173,8,7,0,0
15,14,17,82,90,96,134,4,4,0,1
0,14,28,69,90,5,4,4,4,0,1
0,14,13,35,15,99,88,4,4,0,0
6,3,13,52,58,145,162,5,6,0,0
0,14,10,55,66,202,205,4,4,0,0
0,14,6,67,68,210,213,4,4,0,0
156,0,24,78,95,58,81,8,8,0,1
0,14,15,34,22,11,9,4,4,0,0
0,14,9,63,71,207,220,4,4,0,0
0,16,15,40,26,177,187,0,0,0,0
0,33,15,40,35,110,138,7,3,0,0
0,35,28,20,11,99,76,0,0,0,0
7,8,15,40,55,176,191,7,6,0,0
0,14,21,45,19,112,114,7,4,0,0
0,28,23,33,17,24,40,3,6,0,0
0,18,14,58,34,171,202,1,0,0,0
1,23,20,27,24,75,86,0,0,0,0
0,14,11,37,33,112,114,4,4,0,0
0,24,17,40,33,99,96,7,7,0,0
0,14,9,59,56,225,229,4,4,0,0
0,30,12,66,25,56,42,2,5,0,0
5,1,3,87,80,224,231,4,4,0,0
0,14,22,69,73,5,9,7,0,0,0
3,8,5,72,57,199,204,8,8,0,0
0,19,15,44,18,142,118,5,0,0,0
4,7,17,45,78,113,110,4,4,0,1
0,14,17,63,34,146,150,8,4,0,0
0,14,2,80,37,160,157,0,4,0,0
17,19,15,53,41,48,40,7,7,0,0
0,14,16,56,15,112,40,4,4,0,0
52,9,24,57,61,58,110,3,5,0,1
0,24,22,7,30,63,61,4,4,0,0
0,27,13,54,41,173,177,0,0,0,0
0,21,7,44,14,127,116,7,0,0,0
8,14,22,78,72,42,60,7,8,0,1
0,29,7,41,42,154,146,0,1,0,0
76,14,13,79,81,152,141,4,4,0,1
0,14,17,59,42,112,114,4,4,0,0
0,27,8,34,18,151,144,0,2,0,0
12,7,24,83,70,119,146,7,7,0,0
0,8,24,79,82,64,79,7,7,0,0
0,14,19,37,34,99,83,4,4,0,0
0,14,28,55,68,17,22,8,8,0,1
0,14,7,19,20,112,114,4,4,0,0
0,14,20,45,29,112,114,4,4,0,0
9,7,16,69,68,31,49,8,6,0,0
0,14,13,26,18,103,96,0,0,0,0
37,15,7,65,30,214,214,0,7,0,0
123,14,8,74,94,112,114,4,4,0,1
0,14,25,52,23,147,152,4,4,0,0
0,2,22,62,87,109,164,7,8,0,0
7,14,13,84,65,121,158,4,4,0,0
25,14,13,81,76,44,30,4,4,0,0
0,31,15,39,17,174,166,0,0,0,0
0,14,12,44,63,112,114,4,4,0,0
0,17,10,65,27,78,76,7,5,0,0
0,15,1,57,60,162,170,2,7,0,0
59,10,15,72,73,42,60,6,8,0,0
0,14,8,46,51,110,109,4,4,0,0
13,13,15,78,67,150,184,4,4,0,0
0,14,4,68,46,222,227,4,4,0,0
0,14,42,41,27,17,4,4,4,0,0
0,27,12,41,32,40,27,6,2,0,0
0,14,22,54,18,67,55,4,0,0,1
23,4,13,81,77,49,63,8,7,0,0
1,14,7,77,81,213,213,4,4,0,1
6,14,15,88,59,146,188,4,4,0,0
0,14,21,23,7,51,41,4,4,0,0
60,18,40,42,44,45,108,2,2,0,0
1,4,16,57,60,120,147,7,5,0,0
15,14,20,63,65,30,39,4,4,0,1
0,14,8,60,38,144,123,4,4,0,0
3,13,19,64,48,43,75,6,2,0,0
21,9,23,69,86,44,48,6,7,0,1
13,0,4,77,53,215,225,4,4,0,0
0,14,8,58,48,109,96,4,4,0,0
1,14,15,38,44,112,114,4,4,0,0
56,1,12,85,85,7,14,8,8,0,1
72,35,26,23,8,16,13,0,0,0,0
1,14,5,73,41,222,225,4,4,0,0
0,14,15,48,36,110,116,4,4,0,0
0,8,16,44,68,76,64,6,7,0,1
0,14,11,87,43,192,170,4,4,0,0
0,14,6,73,54,168,177,4,4,0,0
0,14,6,56,47,112,114,4,4,0,0
0,22,34,23,15,82,67,1,7,0,0
0,14,11,87,63,202,216,8,8,0,0
0,14,11,53,38,199,200,4,4,0,0
26,3,5,80,71,202,207,7,7,0,0
0,22,5,42,39,168,153,1,0,0,0
20,14,32,68,88,80,62,4,4,0,1
0,35,17,41,42,70,64,0,0,0,0
0,0,22,42,52,72,84,7,7,0,0
0,14,18,58,58,214,231,0,8,0,0
0,17,5,75,57,226,230,2,0,0,0
0,7,24,50,44,2,15,5,1,0,1
0,14,16,56,47,112,114,4,4,0,0
0,20,22,72,34,119,134,0,5,0,0
0,5,11,48,33,200,207,1,7,0,0
1,14,5,78,61,225,231,0,0,0,0
0,14,14,50,57,121,121,4,4,0,0
0,14,22,69,45,56,58,4,4,0,0
0,17,23,49,50,86,53,6,6,0,1
0,0,6,67,53,162,131,8,8,0,0
9,14,21,69,81,112,114,8,8,0,1
0,8,21,72,74,88,113,8,3,0,1
33,3,16,80,66,124,157,7,7,0,1
0,14,8,58,66,158,152,4,8,0,1
5,14,27,59,56,37,83,4,4,0,0
1,14,4,87,56,112,114,4,4,0,0
1,14,27,62,59,214,220,4,4,0,0
0,14,17,52,16,60,52,4,4,0,0
0,14,13,63,33,202,216,4,4,0,0
0,14,9,53,36,57,54,4,4,0,0
0,6,6,64,48,159,152,7,0,0,0
3,14,18,37,20,65,86,0,0,0,0
0,14,8,64,37,175,181,4,4,0,0
0,4,2,83,58,132,111,6,7,0,0
0,14,22,44,55,20,51,4,4,0,0
137,14,30,73,74,76,121,7,7,0,0
0,14,29,41,22,24,36,4,4,0,0
0,20,22,44,32,169,171,2,1,0,0
0,28,24,41,27,218,210,0,0,0,0
0,34,9,43,32,95,90,4,4,0,0
53,12,31,54,37,29,87,6,3,0,1
0,14,23,51,31,77,46,3,7,0,1
0,6,10,60,66,135,137,6,7,0,0
0,16,10,71,42,225,230,0,0,0,0
10,10,8,60,51,168,164,5,7,0,0
0,14,4,50,34,112,114,4,4,0,0
0,33,22,38,20,190,177,2,0,0,0
0,25,26,39,10,96,74,0,1,0,0
0,7,17,54,23,103,112,5,5,0,0
0,35,10,29,32,157,142,0,0,0,0
0,18,21,50,41,71,64,6,1,0,0
0,14,13,35,44,74,64,8,4,0,0
63,14,21,74,75,79,93,7,8,0,1
21,18,23,70,65,81,106,6,7,0,1
0,3,20,53,54,88,91,7,7,0,0
36,14,13,83,50,48,54,4,4,0,0
0,23,7,27,16,209,213,0,0,0,0
0,24,25,63,41,132,130,4,4,0,0
0,14,3,57,35,187,188,4,4,0,0
0,0,17,62,82,120,151,8,8,0,1
8,14,36,74,72,85,159,8,8,0,1
5,17,21,51,50,95,83,1,7,0,0
6,19,22,62,41,108,151,7,6,0,0
0,15,27,55,42,123,98,0,2,0,1
1,14,10,66,41,223,220,4,8,0,0
0,25,11,49,60,29,34,3,3,0,1
9,14,23,60,49,141,145,4,4,0,0
93,7,25,68,76,19,17,7,8,0,1
7,18,33,44,29,80,67,5,3,0,1
22,14,8,88,74,6,3,4,4,0,1
1,0,21,85,92,46,65,8,8,0,1
0,14,10,74,81,98,103,6,0,0,0
0,14,18,19,47,139,121,0,4,0,0
0,14,6,86,49,207,212,4,4,0,0
0,0,24,64,65,74,85,7,8,0,0
0,33,13,2,0,137,129,0,0,0,0
0,14,11,50,26,112,114,4,4,0,0
0,31,12,27,31,134,149,6,1,0,0
0,17,14,64,57,23,20,2,6,0,0
0,32,10,57,19,157,161,0,1,0,0
0,14,7,80,26,164,163,4,4,0,0
0,22,20,18,13,161,148,0,0,0,0
0,14,6,63,46,159,146,4,4,0,0
113,9,13,66,59,163,170,7,6,0,0
0,14,20,3,3,112,114,4,4,0,0
0,14,20,43,50,22,17,6,7,0,1
3,14,16,46,55,112,114,4,4,0,0
0,28,23,0,0,10,4,0,5,0,0
8,33,17,41,45,116,109,3,1,0,0
0,14,8,50,49,155,163,4,4,0,0
0,14,10,54,37,112,114,4,4,0,0
0,19,10,56,47,209,204,4,4,0,0
0,14,12,63,35,116,94,4,4,0,1
0,21,40,21,8,95,89,0,1,0,0
104,14,20,81,64,47,82,7,8,0,0
0,14,20,50,41,112,114,4,4,0,0
26,31,14,59,60,155,176,6,6,0,0
0,14,15,51,27,47,61,4,4,0,0
13,22,9,63,51,129,123,0,1,0,0
0,14,25,16,7,83,74,4,4,0,0
0,14,3,26,19,112,114,4,4,0,0
130,7,21,70,59,175,173,7,7,0,1
0,14,28,38,32,76,123,0,4,0,0
0,14,4,70,63,208,213,4,4,0,1
10,13,25,68,53,64,52,4,4,0,0
0,14,19,45,16,112,114,4,4,0,0
0,14,11,33,19,116,112,0,2,0,0
0,14,7,20,27,124,115,4,4,0,0
0,0,10,63,78,196,203,4,4,0,0
30,14,16,82,79,112,114,7,7,0,1
0,34,19,44,40,79,80,4,4,0,0
0,2,33,38,49,144,130,7,7,0,1
1,4,31,61,50,3,1,7,7,0,0
0,14,12,42,26,163,147,6,5,0,0
29,0,4,75,90,122,147,8,8,0,1
119,14,21,52,65,223,231,6,6,0,1
155,4,18,77,75,47,51,8,7,0,1
0,14,18,48,22,150,145,4,4,0,0
1,17,20,48,21,56,58,6,1,0,0
6,16,9,68,57,225,230,6,3,0,0
0,11,8,67,32,122,121,7,1,0,0
0,20,21,48,39,169,144,0,0,0,0
0,23,7,46,45,47,39,6,3,0,0
0,22,16,48,58,128,129,2,0,0,0
0,28,25,44,24,126,137,0,0,0,0
0,14,11,47,33,77,69,4,4,0,0
4,23,9,73,40,180,175,0,0,0,0
0,14,10,53,56,140,161,6,1,0,1
0,14,12,73,76,82,98,4,4,0,0
0,0,27,45,72,160,136,7,7,0,0
0,27,12,44,35,193,189,0,1,0,0
0,14,14,54,50,160,149,4,4,0,0
5,0,23,75,81,32,19,7,8,0,1
7,16,23,59,56,125,142,6,3,0,0
0,14,17,53,13,112,114,4,4,0,0
0,9,8,76,52,151,151,7,0,0,0
37,2,19,87,65,41,54,4,4,0,1
0,8,17,66,59,96,117,7,5,0,0
40,14,21,79,86,80,115,4,4,0,0
0,14,19,33,30,112,114,4,4,0,0
0,33,22,49,15,39,25,0,0,0,0
0,23,22,16,1,156,145,3,5,0,0
0,14,10,45,42,74,50,4,4,0,0
0,14,25,66,49,79,57,4,4,0,1
0,15,23,48,13,62,53,4,4,0,0
7,14,10,63,50,225,230,4,4,0,0
0,14,20,10,15,93,82,0,4,0,0
34,14,27,86,71,153,188,8,6,0,0
0,13,13,69,39,131,124,6,6,0,0
57,14,30,64,69,212,214,4,4,0,1
0,31,26,27,8,197,182,0,0,0,0
0,14,32,42,21,18,78,7,6,0,0
0,27,17,33,15,123,131,0,0,0,0
0,14,11,42,37,81,70,4,4,0,0
22,14,16,82,69,112,114,8,7,0,1
0,14,14,69,71,29,41,4,4,0,1
0,14,17,55,59,138,146,4,4,0,0
9,14,22,49,48,21,62,4,4,0,0
0,3,43,47,62,40,38,7,7,0,1
0,14,8,54,15,90,61,0,0,0,0
0,14,15,54,27,150,150,0,0,0,0
0,33,12,60,18,88,74,7,2,0,0
0,15,19,66,73,90,105,6,7,0,0
101,7,22,82,59,40,117,8,7,0,0
3,14,22,68,39,112,114,4,4,0,0
0,34,21,42,15,154,133,4,4,0,0
0,14,38,44,64,28,28,0,3,0,0
0,14,14,52,68,123,167,4,4,0,0
0,14,15,41,19,226,230,4,4,0,0
91,14,15,70,69,68,76,5,8,0,1
23,11,6,75,59,170,154,6,0,0,0
0,2,22,54,44,72,58,7,7,0,1
12,13,11,81,56,179,186,3,2,0,0
1,19,3,87,41,192,209,0,0,0,0
6,1,16,72,75,189,185,7,8,0,0
29,14,34,83,33,23,36,5,4,0,0
0,28,10,18,6,97,97,0,0,0,0
81,14,26,49,54,153,183,4,4,0,0
0,33,13,64,67,99,124,2,1,0,0
0,4,15,48,43,171,159,7,8,0,0
0,14,19,5,3,99,68,4,4,0,0
66,14,20,77,56,21,42,4,4,0,0
0,28,16,59,62,96,125,0,5,0,0
0,14,36,59,55,97,62,4,4,0,1
0,14,8,64,45,164,163,8,7,0,0
0,0,7,69,96,80,70,8,8,0,1
151,3,25,41,38,2,2,7,7,0,0
4,16,12,65,56,131,156,7,1,0,0
0,14,11,57,41,20,54,4,4,0,0
0,22,3,58,39,172,162,0,0,0,0
156,21,4,59,54,65,61,0,0,0,0
47,18,18,65,38,171,191,1,0,0,0
73,14,18,62,81,204,215,4,4,0,1
0,31,13,41,63,87,81,2,0,0,0
0,14,16,56,42,112,114,4,4,0,0
0,14,2,73,83,112,114,4,4,0,0
0,14,27,14,14,98,91,7,7,0,0
0,14,13,69,73,112,114,4,4,0,1
0,30,18,52,31,114,138,0,0,0,0
44,14,12,88,65,78,92,3,4,0,0
0,14,20,43,14,136,147,4,4,0,0
0,35,14,35,15,140,141,0,0,0,0
4,25,12,61,42,114,102,1,3,0,0
0,14,12,42,6,119,102,4,4,0,0
8,18,13,51,53,54,43,0,6,0,0
0,15,34,61,28,21,14,4,4,0,0
0,20,7,57,32,162,135,0,0,0,1
59,18,15,78,41,52,52,7,3,0,0
3,4,12,70,81,6,6,8,8,0,0
0,14,8,70,59,184,185,5,4,0,0
0,17,22,55,51,43,47,2,2,0,1
4,6,16,75,64,54,92,7,7,0,1
9,31,15,42,36,139,138,4,4,0,0
38,14,15,73,54,214,221,3,3,0,1
0,14,26,27,26,112,114,4,4,0,0
9,12,14,65,70,37,35,2,7,0,1
1,3,16,69,67,190,202,8,7,0,1
0,14,9,62,43,196,188,4,4,0,0
0,14,13,45,23,121,122,4,4,0,0
0,14,13,38,40,196,199,5,0,0,0
0,14,21,36,26,112,114,4,4,0,0
119,2,21,84,90,53,78,8,8,0,1
12,14,11,42,36,120,126,4,4,0,0
41,14,17,73,74,47,57,8,8,0,0
0,12,16,63,57,208,201,1,5,0,1
0,14,22,71,62,71,104,4,4,0,0
0,14,15,73,75,111,98,4,4,0,1
0,1,5,73,85,202,216,7,7,0,0
0,14,19,26,47,109,79,0,4,0,0
128,14,15,57,31,10,10,4,4,0,0
30,14,4,56,47,112,114,4,4,0,1
0,26,3,50,55,123,95,0,2,0,0
0,5,6,81,49,221,225,7,4,0,0
0,31,18,30,19,141,140,0,0,0,0
0,9,11,77,85,214,222,8,8,0,1
13,14,11,69,56,89,93,4,4,0,0
23,14,17,77,56,127,134,4,4,0,1
0,10,28,43,47,1,1,4,4,0,0
0,14,13,48,32,158,129,4,4,0,0
3,14,19,81,88,75,112,4,4,0,1
0,14,11,50,55,226,232,4,4,0,1
0,14,4,86,58,179,174,4,4,0,0
0,14,5,83,63,112,114,4,4,0,0
0,14,5,76,25,112,114,4,4,0,0
0,5,29,59,58,6,8,7,7,0,0
0,14,13,65,56,227,232,4,4,0,0
0,22,10,66,55,49,44,7,5,0,0
0,14,13,24,22,114,128,7,7,0,0
1,8,43,33,45,4,8,4,4,0,1
58,14,13,53,73,168,198,4,4,0,0
0,14,26,64,75,103,106,4,4,0,1
0,14,13,57,31,112,114,4,4,0,0
23,2,7,87,84,133,116,8,7,0,1
0,3,26,65,78,216,223,6,7,0,1
0,14,27,55,17,138,83,4,4,0,0
0,18,7,79,56,131,132,0,5,0,0
0,14,17,28,27,102,150,4,4,0,0
0,14,29,18,22,69,92,4,3,0,0
0,29,14,49,40,156,144,0,7,0,0
12,14,17,59,65,97,102,4,4,0,0
0,3,13,51,71,150,161,6,7,0,0
0,14,11,45,88,156,156,1,7,0,1
0,14,10,55,60,177,178,4,4,0,0
0,18,10,36,44,66,55,7,1,0,0
0,27,17,45,52,95,100,0,1,0,1
0,6,14,61,44,135,120,7,5,0,1
0,35,8,27,10,31,29,0,0,0,0
53,14,26,76,70,112,114,4,4,0,1
0,14,14,44,25,99,83,4,1,0,0
0,14,18,24,47,107,90,0,4,0,0
0,14,10,60,50,92,88,5,6,0,0
0,32,15,47,28,55,62,0,6,0,0
26,14,18,66,60,157,201,4,8,0,0
0,10,17,36,52,74,88,4,4,0,1
47,5,24,78,75,31,79,7,7,0,0
0,20,32,22,22,9,5,1,7,0,0
0,35,22,37,29,42,38,0,0,0,0
0,14,11,46,38,126,123,0,4,0,0
1,14,7,61,74,90,96,4,4,0,0
0,14,14,77,53,121,104,8,8,0,0
35,15,41,43,77,23,79,0,7,0,1
0,14,21,50,26,152,158,0,0,0,0
0,34,15,27,3,109,86,1,6,0,0
0,14,13,57,70,216,215,4,4,0,0
0,14,11,62,51,108,72,4,4,0,0
0,14,18,37,25,112,114,4,4,0,0
0,30,12,3,8,20,17,1,2,0,0
0,30,10,42,30,87,68,0,0,0,0
0,14,12,81,82,139,152,8,8,0,0
0,14,6,64,33,198,188,4,4,0,0
0,29,15,59,52,31,23,5,2,0,0
15,14,12,65,39,20,11,0,0,0,0
0,31,13,37,14,187,183,0,0,0,0
6,14,14,83,70,125,130,4,4,0,1
1,5,25,66,34,70,51,7,7,0,0
0,14,11,70,26,55,51,4,4,0,0
0,14,14,51,46,64,98,4,4,0,0
3,14,14,84,60,116,96,8,8,0,0
0,1,26,22,22,90,67,4,4,0,1
0,14,14,63,61,16,35,4,4,0,1
0,14,5,57,44,211,210,7,5,0,0
0,14,28,70,52,65,82,8,8,0,0
3,16,19,54,55,162,154,6,0,0,0
0,5,10,64,55,206,209,7,5,0,0
0,12,11,87,40,192,183,8,0,0,0
0,22,14,54,38,57,47,0,3,0,0
0,15,18,67,49,196,190,3,6,0,0
0,0,34,36,84,67,101,7,7,0,0
1,14,12,52,53,112,114,4,4,0,0
0,1,23,55,77,93,116,7,8,0,1
0,14,21,50,25,112,114,4,4,0,0
0,25,13,39,22,185,171,0,0,0,0
0,25,26,46,18,56,45,0,0,0,1
0,29,14,66,34,149,133,7,6,0,0
0,14,14,38,27,127,123,4,4,0,0
0,30,10,53,43,56,60,5,2,0,0
3,14,18,47,43,112,114,4,4,0,0
0,14,21,72,73,125,117,4,4,0,0
0,14,5,42,24,112,114,4,4,0,0
9,7,22,75,50,26,30,7,7,0,1
30,14,21,62,35,54,38,4,4,0,0
14,14,35,54,58,9,4,4,4,0,1
3,19,13,70,44,141,148,7,7,0,0
0,26,19,39,44,96,65,0,1,0,0
0,14,38,15,29,112,114,4,4,0,1
0,30,16,12,7,81,84,0,5,0,0
0,14,14,30,11,138,144,4,4,0,0
0,14,14,37,44,167,160,1,5,0,0
33,21,13,62,37,52,35,0,5,0,0
6,14,10,50,14,140,138,0,0,0,0
0,14,23,52,24,112,114,4,4,0,1
35,12,28,69,60,53,85,5,6,0,1
0,14,15,41,28,207,206,7,4,0,0
0,5,14,59,52,23,16,7,7,0,1
1,33,8,66,55,162,155,0,1,0,0
0,14,15,70,57,30,31,4,4,0,1
0,23,18,58,37,64,71,7,0,0,0
10,6,17,74,48,72,68,8,1,0,0
0,14,27,34,13,112,114,4,4,0,0
146,9,11,75,75,29,28,6,7,0,1
0,14,13,62,34,112,114,4,4,0,1
0,14,23,21,14,83,80,0,4,0,0
5,14,11,83,68,226,232,4,4,0,0
0,20,16,57,25,187,184,0,0,0,0
0,3,24,60,72,69,62,4,4,0,0
0,14,10,57,33,225,230,0,4,0,0
22,10,19,74,62,10,8,7,7,0,1
7,5,19,39,62,98,106,7,6,0,0
26,14,12,66,32,30,86,4,4,0,0
0,14,14,19,14,47,46,0,3,0,0
0,25,13,54,61,39,31,1,7,0,0
0,14,5,28,53,112,114,4,4,0,0
0,14,22,49,65,112,114,4,4,0,0
7,14,17,75,64,158,155,8,0,0,0
0,0,17,60,81,19,42,7,8,0,1
0,14,28,48,14,23,5,4,4,0,0
0,14,6,86,41,125,111,8,8,0,0
5,0,11,88,96,156,162,7,8,0,1
0,14,15,52,53,97,92,4,4,0,0
8,14,9,88,58,209,209,4,4,0,1
9,9,17,85,42,80,130,8,7,0,0
0,14,8,75,31,114,105,4,4,0,0
0,26,21,39,13,97,80,6,1,0,0
0,14,7,75,54,217,220,4,4,0,0
34,14,4,87,57,112,114,0,4,0,0
0,14,11,58,54,106,112,4,4,0,0
18,14,18,53,35,28,28,4,4,0,0
0,14,6,55,46,119,131,0,3,0,0
44,14,28,69,64,50,68,4,4,0,1
0,0,24,6,29,88,76,8,8,0,1
8,14,24,74,89,11,5,4,4,0,1
0,14,15,86,78,148,133,8,1,0,0
1,14,21,50,35,83,86,7,7,0,0
0,14,19,73,59,99,109,8,5,0,0
22,14,13,66,60,132,146,8,8,0,0
0,14,10,87,48,200,184,4,4,0,0
46,8,28,59,61,126,167,5,5,0,1
0,14,5,61,35,222,223,4,4,0,0
4,0,15,72,80,160,170,8,8,0,1
1,11,13,80,39,197,191,7,0,0,0
24,30,23,71,50,140,192,4,4,0,0
6,13,31,35,46,0,0,2,7,0,1
5,14,19,86,94,112,114,4,4,0,0
117,14,29,70,63,10,59,8,8,0,0
0,18,20,67,44,179,184,0,2,0,0
0,35,14,34,13,132,99,0,0,0,0
0,14,12,55,42,119,128,8,7,0,0
0,14,9,67,54,112,114,4,4,0,0
1,14,12,59,52,57,56,4,4,0,0
21,2,11,88,80,85,136,8,7,0,1
1,9,25,72,62,159,152,7,7,0,0
0,30,11,60,56,21,21,3,1,0,1
0,14,19,70,62,140,157,1,8,0,0
0,14,24,74,71,131,147,7,8,0,0
0,14,10,55,40,217,216,4,4,0,0
29,24,25,48,51,13,41,4,4,0,0
0,14,14,49,35,73,92,4,4,0,0
24,8,35,59,84,5,3,6,8,0,1
0,22,17,18,16,29,32,8,7,0,0
3,20,21,69,57,142,137,3,3,0,0
7,14,6,48,60,150,162,4,7,0,1
0,14,6,73,58,196,205,4,4,0,0
0,35,20,40,38,101,103,0,0,0,0
1,10,14,82,55,192,181,8,0,0,0
1,30,19,40,29,56,66,2,5,0,0
0,14,24,86,93,112,114,4,4,0,0
0,14,17,39,36,197,193,4,4,0,0
3,22,19,36,33,26,30,1,7,0,0
0,14,12,43,25,138,121,4,4,0,0
0,8,23,46,32,158,186,5,5,0,0
52,7,24,62,57,57,80,4,4,0,0
0,17,18,66,42,102,130,4,4,0,0
68,35,19,51,31,113,116,1,0,0,0
0,10,30,5,20,14,15,1,7,0,1
0,15,10,72,38,198,204,5,5,0,0
0,14,5,82,45,112,114,4,4,0,0
0,6,16,79,59,82,109,8,7,0,0
0,22,14,88,22,165,157,4,4,0,0
0,14,12,63,66,122,138,4,4,0,0
12,14,18,55,39,17,32,4,4,0,0
0,19,16,41,63,28,46,7,1,0,0
0,14,9,52,54,59,37,4,4,0,1
0,34,23,26,15,117,98,0,0,0,0
49,7,22,80,85,93,129,7,7,0,1
0,35,19,26,11,135,110,4,4,0,0
38,14,13,82,60,21,50,4,4,0,0
0,14,9,37,26,176,173,4,4,0,0
0,14,23,75,51,98,82,8,8,0,1
0,14,17,88,53,90,68,4,4,0,0
0,14,28,74,46,104,68,5,5,0,1
24,14,31,49,50,114,135,4,4,0,0
6,8,31,48,78,9,59,4,4,0,1
18,14,11,54,60,9,8,4,4,0,0
0,28,24,38,20,160,145,0,0,0,0
1,7,25,37,26,18,13,7,7,0,1
0,14,12,47,55,44,73,0,7,0,0
0,25,13,38,36,109,121,2,5,0,0
12,14,20,53,62,37,29,4,4,0,0
0,33,14,37,35,119,128,0,0,0,0
0,14,11,37,25,112,114,4,4,0,0
8,14,10,74,36,167,170,4,4,0,0
0,14,17,47,26,71,50,0,6,0,0
0,14,14,42,20,45,36,4,4,0,1
3,8,15,65,57,201,205,7,7,0,0
0,14,3,71,57,139,134,7,8,0,0
6,14,38,56,93,112,114,4,4,0,1
29,5,15,64,40,153,163,7,6,0,0
0,14,16,40,2,112,114,4,4,0,0
0,14,25,24,7,16,19,4,4,0,0
6,9,13,66,50,165,187,1,7,0,0
0,35,14,34,39,75,74,0,0,0,0
0,14,13,85,40,206,214,7,1,0,0
0,14,44,12,47,14,51,4,4,0,0
0,34,21,40,45,137,141,1,0,0,0
105,14,16,85,76,112,114,8,6,0,1
0,26,12,16,17,190,195,0,0,0,0
1,14,22,51,17,147,141,4,4,0,0
0,31,15,58,34,77,70,2,5,0,0
0,14,10,73,65,23,21,4,4,0,0
46,14,18,73,86,112,114,4,4,0,1
0,14,14,49,33,82,67,7,7,0,0
0,1,10,54,58,101,102,7,7,0,0
